_id	word	level_id	length	order	hint
761	РАЗНОСЧИК	106	18	2	
762	БАТАЛЬОН	106	16	3	
763	РУКАВИЦА	106	16	4	
764	СЧАСТЬЕ	106	14	5	
765	МАНГАЛ	106	12	6	
766	РАЗРЕЗ	106	12	7	
767	МУДРЕЦ	106	12	8	
768	ФИЗИК	106	10	9	
769	ИЗБИРАТЕЛЬ	107	20	1	
770	МЕБЕЛЬЩИК	107	18	2	
771	ВЕЛОГОНКА	107	18	3	
772	ПЕРГАМЕНТ	107	18	4	
773	НАСМЕШКА	107	16	5	
774	ЗАСТОЛЬЕ	107	16	6	
775	ЭТИКЕТ	107	12	7	
776	СОБОР	107	10	8	
777	ГЕРОЙСТВО	108	18	1	
778	ДИСТАНЦИЯ	108	18	2	
779	БОЧОНОК	108	14	3	
780	ХОЗЯЙКА	108	14	4	
781	МОНТАЖ	108	12	5	
782	МОРАЛЬ	108	12	6	
783	ЗАДАЧА	108	12	7	
784	ШПРИЦ	108	10	8	
785	ЦЕНТР	108	10	9	
786	ГЛАЗ	108	8	10	
787	ВОЛШЕБНИЦА	109	20	1	
788	ОБЛАДАТЕЛЬ	109	20	2	
789	ОТОПЛЕНИЕ	109	18	3	
790	ПЕРЕСМОТР	109	18	4	
791	МЕХАНИК	109	14	5	
792	БАЛЛОН	109	12	6	
793	ВЕСТЬ	109	10	7	
794	ГНЕВ	109	8	8	
795	ВКУС	109	8	9	
796	РАЗБОЙНИК	110	18	1	
797	ПОРОСЁНОК	110	18	2	
798	ЛАВОЧНИЦА	110	18	3	
799	РАЗМЕТКА	110	16	4	
800	СЛУЖАНКА	110	16	5	
801	БУЛЬОН	110	12	6	
802	ВОКЗАЛ	110	12	7	
803	ОБИДА	110	10	8	
804	БАНЯ	110	8	9	
805	ПЛОДОРОДИЕ	111	20	1	
806	ПОЛУСТАНОК	111	20	2	
807	КОМПОНЕНТ	111	18	3	
808	КАНИКУЛЫ	111	16	4	
809	КУРТКА	111	12	5	
810	ТЕТИВА	111	12	6	
811	ГИГАНТ	111	12	7	
812	ВЬЮГА	111	10	8	
813	ЯХТА	111	8	9	
814	КРОССВОРД	112	18	1	
815	ПАССАЖИР	112	16	2	
816	НАСЛЕДИЕ	112	16	3	
817	ЗАРПЛАТА	112	16	4	
818	ПРАВНУК	112	14	5	
819	УЧЕНИК	112	12	6	
820	ПОРЕЗ	112	10	7	
821	ПЛАСТ	112	10	8	
822	ПЛОТ	112	8	9	
823	ОЧКИ	112	8	10	
824	КРЕСТЬЯНИН	113	20	1	
825	ОСНОВАНИЕ	113	18	2	
826	ПРОСТУПОК	113	18	3	
827	ЕГИПТЯНИН	113	18	4	
828	ПРОСПЕКТ	113	16	5	
829	ВОЛНОРЕЗ	113	16	6	
830	СЛОБОДА	113	14	7	
831	КОЗА	113	8	8	
832	НЕЗНАКОМЕЦ	114	20	1	
833	ОФОРМИТЕЛЬ	114	20	2	
834	ВЕЧЕРИНКА	114	18	3	
835	ПОВЕСТКА	114	16	4	
836	ПОДМЫШКА	114	16	5	
837	ПРОГРЕСС	114	16	6	
838	КОЛОСС	114	12	7	
839	СБРОД	114	10	8	
840	НЕНАВИСТЬ	115	18	1	
841	ПОДЪЁМНИК	115	18	2	
842	СОЗДАНИЕ	115	16	3	
843	ПОГОНЩИК	115	16	4	
844	АЛГОРИТМ	115	16	5	
845	ЛИМОНАД	115	14	6	
846	НОСОК	115	10	7	
847	САМЕЦ	115	10	8	
848	ФОРМА	115	10	9	
849	ПРИСПЕШНИК	116	20	1	
850	КАФЕТЕРИЙ	116	18	2	
851	БИЗНЕСМЕН	116	18	3	
852	ПРИБАВКА	116	16	4	
853	ЗАПАДНЯ	116	14	5	
854	КАНЦЛЕР	116	14	6	
855	СЕКИРА	116	12	7	
856	ИЗБА	116	8	8	
857	ЛИСТ	116	8	9	
858	ОСТЕКЛЕНИЕ	117	20	1	
859	ПОЛУОСТРОВ	117	20	2	
860	АЛЮМИНИЙ	117	16	3	
861	СПАСИБО	117	14	4	
862	РАФИНАД	117	14	5	
863	ТРИБУНА	117	14	6	
864	МУШКЕТ	117	12	7	
865	ОТБОЙ	117	10	8	
866	КЛИП	117	8	9	
867	МЕЛКОВОДЬЕ	118	20	1	
868	АЭРОДРОМ	118	16	2	
869	ЭКВАТОР	118	14	3	
870	ПОДРУГА	118	14	4	
871	ПОДХВАТ	118	14	5	
872	ЦИКЛОП	118	12	6	
873	ГЕРЦОГ	118	12	7	
874	ГОЛОС	118	10	8	
875	ЩЕКА	118	8	9	
876	НРАВ	118	8	10	
877	ПРАБАБУШКА	119	20	1	
878	КЛЕТЧАТКА	119	18	2	
879	ПРОЗВИЩЕ	119	16	3	
880	ПРЕСТИЖ	119	14	4	
881	ЛУНОХОД	119	14	5	
882	КУРОРТ	119	12	6	
883	КЛОУН	119	10	7	
884	БУРЯ	119	8	8	
885	ОТЕЦ	119	8	9	
886	СОЛО	119	8	10	
887	ФЕХТОВАНИЕ	120	20	1	
888	ЗООМАГАЗИН	120	20	2	
889	ДЕЖУРСТВО	120	18	3	
890	ВЫСТАВКА	120	16	4	
891	МАРГАРИН	120	16	5	
892	ЗАПИСКА	120	14	6	
893	ВЕСЫ	120	8	7	
894	ГОНГ	120	8	8	
895	ПЮРЕ	120	8	9	
896	ОТДЫХАЮЩИЙ	121	20	1	
897	ЕЖЕДНЕВНИК	121	20	2	
898	БОЛЬНИЦА	121	16	3	
899	ГЛУХАРЬ	121	14	4	
900	ФЛИГЕЛЬ	121	14	5	
901	ОБЛИЧЬЕ	121	14	6	
902	СЕРИАЛ	121	12	7	
903	СДАЧА	121	10	8	
904	ПАУК	121	8	9	
905	ПЛАНЕТАРИЙ	122	20	1	
906	ЛЕГКОАТЛЕТ	122	20	2	
907	РАДИАТОР	122	16	3	
908	ДОМОСЕД	122	14	4	
909	БУТЫЛЬ	122	12	5	
910	ТРАВА	122	10	6	
911	КОМАР	122	10	7	
912	ОТКУП	122	10	8	
913	МАРС	122	8	9	
914	РОСА	122	8	10	
915	ОГЛАВЛЕНИЕ	123	20	1	
916	АВИАПОЧТА	123	18	2	
917	ЭКОНОМИКА	123	18	3	
918	ОБЖОРСТВО	123	18	4	
919	БАНКОМАТ	123	16	5	
920	ПОВИДЛО	123	14	6	
921	РАВНИНА	123	14	7	
922	ОРАВА	123	10	8	
923	ЗЛОДЕЙСТВО	124	20	1	
924	ПОКОРЕНИЕ	124	18	2	
925	ПОЧТАЛЬОН	124	18	3	
926	ЛЕТОПИСЬ	124	16	4	
927	ОБСТРЕЛ	124	14	5	
928	ТРЯСКА	124	12	6	
929	МАСЛО	124	10	7	
930	ПОТОК	124	10	8	
931	ОТЛОВ	124	10	9	
932	КРАТКОСТЬ	125	18	1	
933	ОБЛИЦОВКА	125	18	2	
934	ЕВРОПЕЕЦ	125	16	3	
935	СООБЩНИК	125	16	4	
936	ПОДОШВА	125	14	5	
937	ОТДЕЛКА	125	14	6	
938	ПАЛЬМА	125	12	7	
939	ПАСТА	125	10	8	
940	ВЫРЕЗ	125	10	9	
941	ГЕОМЕТРИЯ	126	18	1	
942	ПРОФЕССИЯ	126	18	2	
943	ПРИНЦЕССА	126	18	3	
944	ВЕРСТАК	126	14	4	
945	ДРОЗД	126	10	5	
946	ЦИФРА	126	10	6	
947	ЖЕНА	126	8	7	
948	ХРАМ	126	8	8	
949	РИНГ	126	8	9	
950	СРОК	126	8	10	
951	УЛЕЙ	126	8	11	
952	НАБЕРЕЖНАЯ	127	20	1	
953	МИСТИКА	127	14	2	
954	КАВАЛЕР	127	14	3	
955	ПРИНЦИП	127	14	4	
956	ЯБЛОНЯ	127	12	5	
957	СПОРТ	127	10	6	
958	ТОСКА	127	10	7	
959	ДРАЖЕ	127	10	8	
960	ТРУД	127	8	9	
961	ФИЛЕ	127	8	10	
962	КАФЕ	127	8	11	
963	ТРАНСПОРТ	128	18	1	
964	ПРИВЫЧКА	128	16	2	
965	ЛИНОЛЕУМ	128	16	3	
966	ВОЛОКНО	128	14	4	
967	НАДПИЛ	128	12	5	
968	ВАНИЛЬ	128	12	6	
969	ТОПОЛЬ	128	12	7	
970	ШАМАН	128	10	8	
971	БУБЕН	128	10	9	
972	ЛЫЖА	128	8	10	
973	БЕЗОБРАЗИЕ	129	20	1	
974	КОНСЕРВАНТ	129	20	2	
975	ПАРАЛЛЕЛЬ	129	18	3	
976	ИЗУМРУД	129	14	4	
977	БИКИНИ	129	12	5	
978	УЛОВКА	129	12	6	
979	ОПЫТ	129	8	7	
980	ОМУТ	129	8	8	
981	АРАБ	129	8	9	
982	ШИЛО	129	8	10	
983	НАКОПЛЕНИЕ	130	20	1	
984	ОПРАВДАНИЕ	130	20	2	
985	ГИМНАЗИЯ	130	16	3	
986	ИНВЕСТОР	130	16	4	
987	ВОЛНЕНИЕ	130	16	5	
988	ОРУЖИЕ	130	12	6	
989	ОТСЕВ	130	10	7	
990	ТЮБИК	130	10	8	
991	ВИНТ	130	8	9	
992	ПРИСЕДАНИЕ	131	20	1	
993	МСТИТЕЛЬ	131	16	2	
994	РЕДАКТОР	131	16	3	
995	МЕЛЬНИЦА	131	16	4	
996	ТЕПЛОТА	131	14	5	
997	РЕБРО	131	10	6	
998	ССОРА	131	10	7	
999	КОФТА	131	10	8	
1000	ДРУГ	131	8	9	
1001	ПАЗЛ	131	8	10	
1002	ПОДГОТОВКА	132	20	1	
1003	ГЛАДИАТОР	132	18	2	
1004	ГЕРБАРИЙ	132	16	3	
1005	ПРОИГРЫШ	132	16	4	
1006	ДОМЫСЕЛ	132	14	5	
1007	КАТУШКА	132	14	6	
1008	ДРУЖБА	132	12	7	
1009	ГУСАР	132	10	8	
1010	ЛОСЬ	132	8	9	
1011	ЛЁГКОСТЬ	133	16	1	
1012	НАГРУЗКА	133	16	2	
1013	БЛОКНОТ	133	14	3	
1014	ЛОКАТОР	133	14	4	
1015	ПАНСИОН	133	14	5	
1016	НАРЦИСС	133	14	6	
1017	ВИГВАМ	133	12	7	
1018	СВЁКЛА	133	12	8	
1019	ОВАЛ	133	8	9	
1020	МАВР	133	8	10	
1021	КОМБИНАТОР	134	20	1	
1022	АВТОРУЧКА	134	18	2	
1023	КАРДАМОН	134	16	3	
1024	ФУРАЖКА	134	14	4	
1025	ПОВЕСТЬ	134	14	5	
1026	МАГНАТ	134	12	6	
1027	ПОВАР	134	10	7	
1028	КРАН	134	8	8	
1029	ИРИС	134	8	9	
1030	ЩУКА	134	8	10	
1031	РЕСПУБЛИКА	135	20	1	
1032	КОЛЛЕКЦИЯ	135	18	2	
1033	САНАТОРИЙ	135	18	3	
1034	ШАХМАТИСТ	135	18	4	
1035	НАКЛАДКА	135	16	5	
1036	САМОВАР	135	14	6	
1037	ДЕВА	135	8	7	
1038	СТАЯ	135	8	8	
1039	ЦВЕТ	135	8	9	
1040	ПРОСЛОЙКА	136	18	1	
1041	ВОЛЕЙБОЛ	136	16	2	
1042	ПОРТРЕТ	136	14	3	
1043	ОБМОТКА	136	14	4	
1044	ОТЛАДКА	136	14	5	
1045	ЗАПОНКА	136	14	6	
1046	ВАЛЮТА	136	12	7	
1047	КРЕСТ	136	10	8	
1048	КЛИЧ	136	8	9	
1049	БАНТ	136	8	10	
1050	ОБЛИЧИТЕЛЬ	137	20	1	
1051	ОТКРОВЕНИЕ	137	20	2	
1052	БУКСИРОВКА	137	20	3	
1053	ЖЕНИТЬБА	137	16	4	
1054	БИЛЬЯРД	137	14	5	
1055	ОЛОВО	137	10	6	
1056	БЕГУН	137	10	7	
1057	ЗАТЕЯ	137	10	8	
1058	БОБР	137	8	9	
1059	СКУЛЬПТУРА	138	20	1	
1060	ОТПЕЧАТОК	138	18	2	
1061	ПРОБЛЕСК	138	16	3	
1062	КИСЛОРОД	138	16	4	
1063	ДАНТИСТ	138	14	5	
1064	НОВИЗНА	138	14	6	
1065	КОЛЕНО	138	12	7	
1066	ПЛЕЧО	138	10	8	
1067	ГЛАС	138	8	9	
1068	ПЕРЕКЛИЧКА	139	20	1	
1069	ПРАВЕДНИК	139	18	2	
1070	ИСПЫТАНИЕ	139	18	3	
1071	ОТРАВА	139	12	4	
1072	КАРНИЗ	139	12	5	
1073	ЖЕЛЕЗО	139	12	6	
1074	ПРЕДЕЛ	139	12	7	
1075	ЖРЕЦ	139	8	8	
1076	ЮРТА	139	8	9	
1077	СОУС	139	8	10	
1078	СОБЕСЕДНИК	140	20	1	
1079	КОМПОЗИЦИЯ	140	20	2	
1080	КИНОСТУДИЯ	140	20	3	
1081	УКАЗАТЕЛЬ	140	18	4	
1082	ПРОВОДКА	140	16	5	
1083	КАЛИБР	140	12	6	
1084	КУРАГА	140	12	7	
1085	ОСЕНЬ	140	10	8	
1086	ЗАМУЖЕСТВО	141	20	1	
1087	БЕЗДЕЛЬНИК	141	20	2	
1088	СКЕЙТБОРД	141	18	3	
1089	ОТТЕПЕЛЬ	141	16	4	
1090	ПУДЕЛЬ	141	12	5	
1091	БАТОН	141	10	6	
1092	ДУША	141	8	7	
1093	ЙОГА	141	8	8	
1094	БРЕД	141	8	9	
1095	СУШИ	141	8	10	
1096	БЕССМЕРТИЕ	142	20	1	
1097	ОПЛОШНОСТЬ	142	20	2	
1098	ПРОПЕЛЛЕР	142	18	3	
1099	ПРЕЗИДИУМ	142	18	4	
1100	ПОДЛИВКА	142	16	5	
1101	ПАСПОРТ	142	14	6	
1102	ОТБРОС	142	12	7	
1103	КАМИН	142	10	8	
1104	ОФИЦИАНТКА	143	20	1	
1105	ОБОБЩЕНИЕ	143	18	2	
1106	САНТИМЕТР	143	18	3	
1107	ИНКУБАТОР	143	18	4	
1108	БИОЛОГИЯ	143	16	5	
1109	ОЩУЩЕНИЕ	143	16	6	
1110	ПРИНТЕР	143	14	7	
1111	КРАБ	143	8	8	
1112	БИБЛИОТЕКА	144	20	1	
1113	ОТШЕЛЬНИК	144	18	2	
1114	КОМПЛЕКТ	144	16	3	
1115	ОЗОРНИЦА	144	16	4	
1116	АКСИОМА	144	14	5	
1117	БРОДЯГА	144	14	6	
1118	ПОДЛОГ	144	12	7	
1119	ПОЭМА	144	10	8	
1120	ТРУС	144	8	9	
1121	НАБЛЮДЕНИЕ	145	20	1	
1122	ОБОГАЩЕНИЕ	145	20	2	
1123	ПОДСКАЗКА	145	18	3	
1124	ЧУДОВИЩЕ	145	16	4	
1125	АКРОБАТ	145	14	5	
1126	ОТМЕЛЬ	145	12	6	
1127	КУЛИЧ	145	10	7	
1128	УДАЧА	145	10	8	
1129	ОВЕН	145	8	9	
1130	ПАРАШЮТИСТ	146	20	1	
1131	ГИМНАЗИСТ	146	18	2	
1132	ДВОРНЯЖКА	146	18	3	
1133	КЛАССИКА	146	16	4	
1134	ПОДУШКА	146	14	5	
1135	ПРОВАЛ	146	12	6	
1136	ЭПИЗОД	146	12	7	
1137	ИСХОД	146	10	8	
1138	ПЛУТ	146	8	9	
1139	РАСКРОЙЩИК	147	20	1	
1140	АППАРАТУРА	147	20	2	
1141	ОКЕАНОЛОГ	147	18	3	
1142	ПОСЛОВИЦА	147	18	4	
1143	ГОВЯДИНА	147	16	5	
1144	ИНТЕРЕС	147	14	6	
1145	ВОЗВРАТ	147	14	7	
1146	ВРУН	147	8	8	
1147	ПОЛКОВОДЕЦ	148	20	1	
1148	ЗАРАБОТОК	148	18	2	
1149	МАЛЬЧИШКА	148	18	3	
1150	ЗАКЛАДКА	148	16	4	
1151	ОЗОРНИК	148	14	5	
1152	ТРУБКА	148	12	6	
1153	СКЛАД	148	10	7	
1154	ОБМЕН	148	10	8	
1155	КАЗНА	148	10	9	
1156	ИНКАССАТОР	149	20	1	
1157	МОТИВАЦИЯ	149	18	2	
1158	ОБОЛОЧКА	149	16	3	
1159	МОЛЛЮСК	149	14	4	
1160	ВОДОРОД	149	14	5	
1161	СОБЛАЗН	149	14	6	
1162	АКЦЕНТ	149	12	7	
1163	ПРИТОК	149	12	8	
1164	ВЕЕР	149	8	9	
1165	УМЫВАЛЬНИК	150	20	1	
1166	ЛУНАТИК	150	14	2	
1167	МЕЛОМАН	150	14	3	
1168	ОТМАШКА	150	14	4	
1169	ПОЛИТИК	150	14	5	
1170	ГОЛЕНЬ	150	12	6	
1171	ИМБИРЬ	150	12	7	
1172	ПАЛАТА	150	12	8	
1173	ВЕЩЬ	150	8	9	
1174	КЛЫК	150	8	10	
1175	ВАЛЕРЬЯНКА	151	20	1	
1176	ПОДРАЖАНИЕ	151	20	2	
1177	ОТЕЧЕСТВО	151	18	3	
1178	СМОКИНГ	151	14	4	
1179	КОНКУРС	151	14	5	
1180	БЕГЛЕЦ	151	12	6	
1181	КАУЧУК	151	12	7	
1182	ВОЙНА	151	10	8	
1183	РИТМ	151	8	9	
1184	АКРОБАТИКА	152	20	1	
1185	ПОДСВЕТКА	152	18	2	
1186	ЖЕРЕБЁНОК	152	18	3	
1187	ПРИВИВКА	152	16	4	
1188	КОНФЛИКТ	152	16	5	
1189	ПОДМЁТКА	152	16	6	
1190	МИНОМЁТ	152	14	7	
1191	ЗАЖИМ	152	10	8	
1192	ПОГРЕМУШКА	153	20	1	
1193	МАГИСТРАЛЬ	153	20	2	
1194	НАИВНОСТЬ	153	18	3	
1195	ВЕРМИШЕЛЬ	153	18	4	
1196	ЭКСКУРСИЯ	153	18	5	
1197	КВАРТИРА	153	16	6	
1198	СКАЛА	153	10	7	
1199	ЖАРА	153	8	8	
1200	ВЕНТИЛЯТОР	154	20	1	
1201	ПРОСТОТА	154	16	2	
1202	ФИГУРИСТ	154	16	3	
1203	ПЕРЕВЕС	154	14	4	
1204	ТЕЛЕГА	154	12	5	
1205	ПОЛЬЗА	154	12	6	
1206	КУПЮРА	154	12	7	
1207	ОБЗОР	154	10	8	
1208	ВИНА	154	8	9	
1209	ЗАЯЦ	154	8	10	
1210	КАРИКАТУРА	155	20	1	
1211	КОЗЛЁНОК	155	16	2	
1212	ТРИКОТАЖ	155	16	3	
1213	ЗАПЯСТЬЕ	155	16	4	
1214	ОПТИМИСТ	155	16	5	
1215	БУЛОЧНАЯ	155	16	6	
1216	ОБГОН	155	10	7	
1217	КАССА	155	10	8	
1218	КОРА	155	8	9	
1219	ПРЕТЕНДЕНТ	156	20	1	
1220	ПАРИКМАХЕР	156	20	2	
1221	АВТОГОНЩИК	156	20	3	
1222	ТАБЛЕТКА	156	16	4	
1223	РАБОЧИЙ	156	14	5	
1224	ДЕТВОРА	156	14	6	
1225	ШПИНАТ	156	12	7	
1226	ДИКАРЬ	156	12	8	
1227	ИНОСТРАНКА	157	20	1	
1228	АБИТУРИЕНТ	157	20	2	
1229	КИЛОМЕТР	157	16	3	
1230	ВИНОГРАД	157	16	4	
1231	ПАНЦИРЬ	157	14	5	
1232	ФАСОЛЬ	157	12	6	
1233	ШЕЛЬФ	157	10	7	
1234	МЕШОК	157	10	8	
1235	ВИРАЖ	157	10	9	
1236	НАЧИНАНИЕ	158	18	1	
1237	ГАНГСТЕР	158	16	2	
1238	БЕЗРЫБЬЕ	158	16	3	
1239	ДАРМОЕД	158	14	4	
1240	НОГОТЬ	158	12	5	
1241	РАЦИОН	158	12	6	
1242	ГЛОТКА	158	12	7	
1243	ПИТЬЁ	158	10	8	
1244	КУКЛА	158	10	9	
1245	ПЛЕН	158	8	10	
1246	ПОДОРОЖНИК	159	20	1	
1247	МЕНТАЛИТЕТ	159	20	2	
1248	ИЗОБИЛИЕ	159	16	3	
1249	ВОЕВОДА	159	14	4	
1250	ВЕСЕЛЬЕ	159	14	5	
1251	ГАЛЕРЕЯ	159	14	6	
1252	БАРСУК	159	12	7	
1253	МАЧТА	159	10	8	
1254	БОРЩ	159	8	9	
1255	ОКИСЛИТЕЛЬ	160	20	1	
1256	НАСТАВНИК	160	18	2	
1257	ПЕРЕВОРОТ	160	18	3	
1258	ГИТАРИСТ	160	16	4	
1259	ПЛАСТИНА	160	16	5	
1260	СВОБОДА	160	14	6	
1261	ТЕРЕМОК	160	14	7	
1262	ЛЬВИЦА	160	12	8	
1263	ПОДОКОННИК	161	20	1	
1264	ОБЛИГАЦИЯ	161	18	2	
1265	МИЛАШКА	161	14	3	
1266	КОРОБКА	161	14	4	
1267	СЛОВАРЬ	161	14	5	
1268	ДЖОКЕР	161	12	6	
1269	ГРЕЧА	161	10	7	
1270	ОСКАЛ	161	10	8	
1271	ИТОГ	161	8	9	
1272	ВНУК	161	8	10	
1273	АВТОВОКЗАЛ	162	20	1	
1274	КОСМОНАВТ	162	18	2	
1275	МУЖЧИНА	162	14	3	
1276	СДЕЛКА	162	12	4	
1277	УСЛУГА	162	12	5	
1278	ПРИВАЛ	162	12	6	
1279	ВУЛКАН	162	12	7	
1280	ЛОДКА	162	10	8	
1281	СОНЕТ	162	10	9	
1282	НОРА	162	8	10	
1283	ГРАММАТИКА	163	20	1	
1284	КИНОФИЛЬМ	163	18	2	
1285	КРЕВЕТКА	163	16	3	
1286	ЛЯГУШКА	163	14	4	
1287	КОРИДОР	163	14	5	
1288	РАЗГОН	163	12	6	
1289	КРЫШКА	163	12	7	
1290	ОРАКУЛ	163	12	8	
1291	НАПЕВ	163	10	9	
1292	СЕКРЕТАРША	164	20	1	
1293	ПОКЛОННИК	164	18	2	
1294	ПРИХВАТКА	164	18	3	
1295	ПИГМЕНТ	164	14	4	
1296	СОРОКА	164	12	5	
1297	ОТХОД	164	10	6	
1298	ГУСЛИ	164	10	7	
1299	КАЮТА	164	10	8	
1300	ШИНА	164	8	9	
1301	МЕДЬ	164	8	10	
1302	МАШИНИСТКА	165	20	1	
1303	ПРОПАГАНДА	165	20	2	
1304	ИНФОРМАЦИЯ	165	20	3	
1305	ПОДСОЛНУХ	165	18	4	
1306	ХРАНИЛИЩЕ	165	18	5	
1307	КЛЕВЕР	165	12	6	
1308	ТИСКИ	165	10	7	
1309	БИСЕР	165	10	8	
1310	МИЛОСЕРДИЕ	166	20	1	
1311	ОЧАРОВАНИЕ	166	20	2	
1312	ПРОРОСТОК	166	18	3	
1313	САЛАТНИЦА	166	18	4	
1314	БАГАЖНИК	166	16	5	
1315	ТУРБИНА	166	14	6	
1316	ТЮЛЕНЬ	166	12	7	
1317	ВАГОН	166	10	8	
1318	ЛИКВИДАЦИЯ	167	20	1	
1319	РАЗРУШЕНИЕ	167	20	2	
1320	ФОРТОЧКА	167	16	3	
1321	ПОДКОВА	167	14	4	
1322	ЛОМБАРД	167	14	5	
1323	СКЕЛЕТ	167	12	6	
1324	ЧЕРДАК	167	12	7	
1325	ОЛЬХА	167	10	8	
1326	ШПИОН	167	10	9	
1327	ВЗРЫВЧАТКА	168	20	1	
1328	ВРЕДИТЕЛЬ	168	18	2	
1329	ГЛАЗУНЬЯ	168	16	3	
1330	РОГАЛИК	168	14	4	
1331	КОНФЕТА	168	14	5	
1332	МАТРИЦА	168	14	6	
1333	ПОЕЗДКА	168	14	7	
1334	ТИРАЖ	168	10	8	
1335	КУСТ	168	8	9	
1336	ОКРУГЛОСТЬ	169	20	1	
1337	ОТРАВИТЕЛЬ	169	20	2	
1338	ПОЖИРАТЕЛЬ	169	20	3	
1339	ОПАСНОСТЬ	169	18	4	
1340	ХУДОЖНИК	169	16	5	
1341	ГРОМИЛА	169	14	6	
1342	ФИЗИКА	169	12	7	
1343	ИДЕЯ	169	8	8	
1344	МИЛИЦИОНЕР	170	20	1	
1345	НЕБОСКРЁБ	170	18	2	
1346	ПШЕНИЦА	170	14	3	
1347	ПАСТИЛА	170	14	4	
1348	ВЕДЬМА	170	12	5	
1349	ГНЕЗДО	170	12	6	
1350	УЛИКА	170	10	7	
1351	АЛМАЗ	170	10	8	
1352	БЕКОН	170	10	9	
1353	ЖАЛО	170	8	10	
1354	ПРИТЯЖЕНИЕ	171	20	1	
1355	ПЕРЕНОСКА	171	18	2	
1356	ОБРАБОТКА	171	18	3	
1357	БРАКОНЬЕР	171	18	4	
1358	КОЛОННА	171	14	5	
1359	ЖАЛОСТЬ	171	14	6	
1360	ПРИНЦ	171	10	7	
1361	ХОЛМ	171	8	8	
1362	БОЕЦ	171	8	9	
1363	ПОВТОРЕНИЕ	172	20	1	
1364	ГОРНОСТАЙ	172	18	2	
1365	ОРАНЖЕРЕЯ	172	18	3	
1366	КОРРОЗИЯ	172	16	4	
1367	ЕРАЛАШ	172	12	5	
1368	КИОСК	172	10	6	
1369	ДОЧКА	172	10	7	
1370	СБОР	172	8	8	
1371	ВОСК	172	8	9	
1372	ГИРЯ	172	8	10	
1373	СЕКУНДОМЕР	173	20	1	
1374	АВТОМОБИЛЬ	173	20	2	
1375	ПРОГУЛКА	173	16	3	
1376	БУДДИСТ	173	14	4	
1377	СУМЕРКИ	173	14	5	
1378	ЖЁЛУДЬ	173	12	6	
1379	ОГОНЁК	173	12	7	
1380	АКУЛА	173	10	8	
1381	ВЕСНА	173	10	9	
1382	ИНСТРУКТОР	174	20	1	
1383	ЗАХОЛУСТЬЕ	174	20	2	
1384	СНАДОБЬЕ	174	16	3	
1385	ЗВЕРИНЕЦ	174	16	4	
1386	РАССВЕТ	174	14	5	
1387	ЯРЛЫК	174	10	6	
1388	РЫСЬ	174	8	7	
1389	КЛУБ	174	8	8	
1390	ТАНК	174	8	9	
1391	МЕРА	174	8	10	
1392	НЕЗНАКОМКА	175	20	1	
1393	МУЛЬТФИЛЬМ	175	20	2	
1394	БЕЙСБОЛКА	175	18	3	
1395	ЗАСЛОНКА	175	16	4	
1396	МАЭСТРО	175	14	5	
1397	ДЕВОЧКА	175	14	6	
1398	КОЗЁЛ	175	10	7	
1399	МАЯК	175	8	8	
1400	МГЛА	175	8	9	
1401	ДЕКЛАРАЦИЯ	176	20	1	
1402	ФАНТАСТИКА	176	20	2	
1403	МАСТЕРСКАЯ	176	20	3	
1404	РАЗБОЙНИЦА	176	20	4	
1405	ДИНОЗАВР	176	16	5	
1406	СУХАРЬ	176	12	6	
1407	АТЛЕТ	176	10	7	
1408	СТИЛЬ	176	10	8	
1409	ВОСПИТАНИЕ	177	20	1	
1410	КАРТОФЕЛЬ	177	18	2	
1411	МИЛЛИАРД	177	16	3	
1412	ПОМИДОР	177	14	4	
1413	РАКЕТА	177	12	5	
1414	ФАРТУК	177	12	6	
1415	ПЕТЛЯ	177	10	7	
1416	ВИРУС	177	10	8	
1417	ДАНЬ	177	8	9	
1418	СИЛА	177	8	10	
1419	ЖИВОТНОЕ	178	16	1	
1420	ФРАГМЕНТ	178	16	2	
1421	МАРШРУТ	178	14	3	
1422	РАЗГРОМ	178	14	4	
1423	БУЛАВКА	178	14	5	
1424	ПРАВИЛО	178	14	6	
1425	ГАРПУН	178	12	7	
1426	МАЗОК	178	10	8	
1427	БЕЛКА	178	10	9	
1428	ТОРФ	178	8	10	
1429	БУНТАРСТВО	179	20	1	
1430	МИНИАТЮРА	179	18	2	
1431	ГРАДУСНИК	179	18	3	
1432	ВВЕДЕНИЕ	179	16	4	
1433	ГАДАЛКА	179	14	5	
1434	ТВОРОГ	179	12	6	
1435	ПОКРОВ	179	12	7	
1436	ТЕАТР	179	10	8	
1437	РЕЙС	179	8	9	
1438	СКОВОРОДА	180	18	1	
1439	ПОСТРОЙКА	180	18	2	
1440	ГРАБИТЕЛЬ	180	18	3	
1441	ПРОТИВНИК	180	18	4	
1442	СОЗВЕЗДИЕ	180	18	5	
1443	КАПКАН	180	12	6	
1444	ШКОЛА	180	10	7	
1445	ШЕСТ	180	8	8	
1446	ТЬМА	180	8	9	
1447	ПЕРЕНОСИЦА	181	20	1	
1448	ПОРУЧИТЕЛЬ	181	20	2	
1449	ОБЛАДАНИЕ	181	18	3	
1450	КОЛДУНЬЯ	181	16	4	
1451	БОЛЕЗНЬ	181	14	5	
1452	ПРЕДМЕТ	181	14	6	
1453	ПУНКТ	181	10	7	
1454	ЭФЕС	181	8	8	
